Name,Age,Gender,Date of Birth,Location,Current Savings,Debt Amount,Job Type,Education Level,Number of Logins,Satisfaction Rating,Product Usage,Social Media Usage,ISA at 18
Chris Rios,16,Male,20/06/2005,,2489,426,Full-time,GCSEs,3,3,Frequent,Frequent,Not withdrawn
Linda Reynolds,17,Female,31/01/2007,,2670,425,Full-time,BTECs,2,4,Frequent,Frequent,Not withdrawn
Anthony Carroll,17,Female,23/11/2005,,4517,425,Full-time,A-Levels,4,5,Frequent,Frequent,Not withdrawn
Terry Nguyen,17,Male,04/08/2006,,3956,425,Full-time,Apprenticeships,4,4,Frequent,Frequent,Not withdrawn
Sharon Moreno,17,Male,30/10/2005,,1061,423,Full-time,BTECs,1,3,Frequent,Occasional,Not withdrawn
Jeffrey Russell,17,Female,22/04/2006,,4972,423,Full-time,Other Qualifications,5,5,Occasional,Frequent,Not withdrawn
Jonathan Carey,17,Male,25/09/2006,,4115,422,Full-time,Other Qualifications,2,3,Frequent,Occasional,Not withdrawn
David Morales,17,Female,24/01/2007,,2029,422,Full-time,BTECs,4,3,Occasional,Occasional,Not withdrawn
Todd Davis,16,Male,05/09/2005,,4499,421,Full-time,Apprenticeships,0,3,Frequent,Occasional,Not withdrawn
Roberto Daugherty,17,Male,26/11/2006,,1832,418,Full-time,Other Qualifications,0,4,Frequent,Frequent,Not withdrawn
Michael Liu,16,Male,16/11/2006,,4406,418,Full-time,Apprenticeships,3,3,Frequent,Frequent,Not withdrawn
Charles Dominguez,16,Female,20/02/2006,,3537,418,Full-time,GCSEs,5,5,Frequent,Rare,Not withdrawn
Jacob Yu,17,Male,13/11/2005,,4018,417,Full-time,Apprenticeships,3,3,Frequent,Occasional,Not withdrawn
Kristine Payne,16,Male,24/01/2006,,2195,417,Full-time,Other Qualifications,4,3,Frequent,Rare,Not withdrawn
Monica Molina,16,Male,26/10/2005,,4648,416,Full-time,Other Qualifications,2,4,Occasional,Frequent,Not withdrawn
Megan Li,16,Male,19/09/2005,,1209,416,Full-time,GCSEs,3,5,Frequent,Occasional,Not withdrawn
Nicholas Whitney,16,Female,28/08/2006,,2756,416,Full-time,BTECs,2,5,Frequent,Frequent,Not withdrawn
Evelyn Terry,16,Female,20/12/2006,,2962,415,Full-time,Apprenticeships,4,5,Frequent,Occasional,Not withdrawn
Jason Thompson,17,Female,28/08/2005,,1132,413,Full-time,A-Levels,2,5,Occasional,Rare,Not withdrawn
Tyler Stewart,17,Male,18/01/2007,,3227,413,Full-time,BTECs,2,4,Frequent,Frequent,Not withdrawn
Dr. Priscilla Miller DDS,16,Male,23/07/2005,,1839,412,Full-time,Other Qualifications,4,5,Frequent,Occasional,Not withdrawn
Richard Ferguson,16,Male,20/05/2005,,4551,412,Full-time,Apprenticeships,2,3,Frequent,Frequent,Not withdrawn
Miss Kimberly Hale MD,16,Male,18/07/2005,,4501,411,Full-time,BTECs,0,5,Frequent,Occasional,Not withdrawn
Brianna Holloway DDS,16,Male,20/06/2005,,3574,410,Full-time,Apprenticeships,3,5,Frequent,Frequent,Not withdrawn
Deborah Perry,16,Male,11/12/2005,,1463,410,Full-time,BTECs,4,4,Frequent,Frequent,Not withdrawn
Joseph Wood,16,Male,15/01/2007,,2551,409,Full-time,BTECs,3,4,Frequent,Frequent,Not withdrawn
Joseph Jones,17,Female,04/11/2006,,1550,409,Full-time,Other Qualifications,1,4,Occasional,Frequent,Not withdrawn
Destiny Davis,17,Female,19/07/2006,,2245,406,Full-time,Other Qualifications,4,3,Frequent,Frequent,Not withdrawn
Michele Farley,16,Male,12/05/2006,,4557,406,Full-time,Apprenticeships,1,5,Frequent,Rare,Not withdrawn
Mathew Stephenson,16,Female,13/06/2005,,2407,406,Full-time,BTECs,5,5,Frequent,Occasional,Not withdrawn
Sara Hill,17,Female,07/03/2007,,4371,405,Full-time,Other Qualifications,1,3,Frequent,Frequent,Not withdrawn
Brett Lee,17,Female,16/10/2006,,1887,405,Full-time,A-Levels,1,4,Frequent,Occasional,Not withdrawn
William Simmons,16,Female,04/07/2005,,2765,404,Full-time,Other Qualifications,3,3,Frequent,Frequent,Not withdrawn
Samantha Padilla,16,Male,23/06/2005,,3219,403,Full-time,Apprenticeships,2,3,Frequent,Occasional,Not withdrawn
Jacob Nguyen,16,Male,01/05/2005,,4962,402,Full-time,Apprenticeships,1,4,Frequent,Occasional,Not withdrawn
Allison Ramsey,17,Female,22/03/2006,,3089,399,Full-time,A-Levels,0,5,Frequent,Frequent,Not withdrawn
Michael Perry,17,Female,03/07/2005,,4579,399,Full-time,BTECs,5,5,Frequent,Occasional,Not withdrawn
James Hardy,17,Female,28/02/2007,,3378,398,Full-time,BTECs,0,5,Frequent,Frequent,Not withdrawn
Steven Barnes,17,Female,11/12/2006,,2924,397,Full-time,BTECs,0,3,Frequent,Frequent,Not withdrawn
Brandon Clark,17,Male,11/04/2007,,4871,397,Full-time,Apprenticeships,2,5,Frequent,Frequent,Not withdrawn
Collin Davidson,16,Female,28/09/2006,,3696,397,Full-time,Other Qualifications,5,5,Frequent,Frequent,Not withdrawn
Julia Beck,16,Female,01/02/2006,,4649,397,Full-time,GCSEs,4,3,Occasional,Frequent,Not withdrawn
Samuel Salazar,17,Male,02/08/2006,,4623,396,Full-time,A-Levels,2,3,Frequent,Rare,Not withdrawn
Ethan Davis,16,Female,24/11/2006,,4070,396,Full-time,Apprenticeships,2,3,Frequent,Rare,Not withdrawn
Michael Scott,16,Male,21/07/2006,,4495,396,Full-time,GCSEs,1,3,Rare,Frequent,Not withdrawn
Miguel Ward,16,Female,15/05/2006,,2951,395,Full-time,Other Qualifications,0,4,Frequent,Occasional,Not withdrawn
Jon Rhodes,16,Male,04/02/2007,,4645,395,Full-time,BTECs,1,4,Frequent,Frequent,Not withdrawn
Michelle Steele,16,Female,21/10/2005,,1362,394,Full-time,GCSEs,1,5,Frequent,Rare,Not withdrawn
Kristen Jordan,17,Male,17/08/2005,,2862,394,Full-time,A-Levels,5,5,Frequent,Frequent,Not withdrawn
Walter Griffin,17,Male,08/01/2006,,1723,394,Full-time,A-Levels,3,4,Occasional,Rare,Not withdrawn
Randall Vazquez,17,Male,01/02/2006,,4863,393,Full-time,Apprenticeships,3,5,Frequent,Frequent,Not withdrawn
Kimberly Bailey,17,Male,26/09/2006,,2078,391,Full-time,BTECs,0,4,Occasional,Rare,Not withdrawn
Anthony Walker,16,Male,05/11/2005,,2192,390,Full-time,GCSEs,0,3,Occasional,Frequent,Not withdrawn
Ryan Payne,17,Male,23/06/2006,,1972,389,Full-time,BTECs,0,4,Frequent,Occasional,Not withdrawn
David Jackson,16,Male,14/06/2005,,2724,387,Full-time,Apprenticeships,4,4,Frequent,Frequent,Not withdrawn
Wayne Jackson,16,Female,19/08/2005,,3627,386,Full-time,BTECs,4,4,Frequent,Frequent,Not withdrawn
Ryan Velasquez,16,Female,07/04/2006,,4465,385,Full-time,Other Qualifications,3,4,Frequent,Rare,Not withdrawn
Bryan Webb,17,Male,29/10/2006,,1202,385,Full-time,A-Levels,0,4,Frequent,Rare,Not withdrawn
Sara Barber,16,Male,09/10/2005,,1523,385,Full-time,BTECs,5,3,Frequent,Rare,Not withdrawn
Julia Rodriguez,16,Female,29/11/2005,,4523,385,Full-time,Other Qualifications,3,5,Occasional,Frequent,Not withdrawn
Kathy Smith,17,Female,29/06/2006,,4424,385,Full-time,Apprenticeships,3,5,Occasional,Frequent,Not withdrawn
Michael Ibarra,16,Male,22/04/2006,,2160,385,Full-time,Other Qualifications,4,4,Frequent,Frequent,Not withdrawn
Gregory Matthews,16,Male,04/02/2006,,4763,384,Full-time,Apprenticeships,4,5,Frequent,Occasional,Not withdrawn
Karla Coleman,16,Male,25/12/2005,,1966,384,Full-time,GCSEs,3,4,Frequent,Frequent,Not withdrawn
Carolyn Martin,17,Female,02/05/2005,,2560,384,Full-time,Other Qualifications,0,3,Frequent,Occasional,Not withdrawn
Kenneth Pace,17,Female,22/07/2006,,3223,380,Full-time,A-Levels,1,3,Occasional,Frequent,Not withdrawn
Joshua Allen,17,Male,23/07/2005,,3240,380,Full-time,BTECs,4,4,Occasional,Frequent,Not withdrawn
Emily Martinez,16,Male,31/05/2005,,4346,380,Full-time,Other Qualifications,4,5,Frequent,Frequent,Not withdrawn
William Mitchell,17,Male,31/10/2005,,1966,380,Full-time,Apprenticeships,2,3,Occasional,Frequent,Not withdrawn
Christopher Perez,16,Male,05/10/2005,,1469,379,Full-time,GCSEs,1,4,Frequent,Occasional,Not withdrawn
Sydney Hernandez,17,Female,24/12/2005,,1256,379,Full-time,Apprenticeships,5,4,Frequent,Occasional,Not withdrawn
Kathleen Thompson,16,Male,15/09/2005,,2002,378,Full-time,Apprenticeships,3,3,Frequent,Rare,Not withdrawn
Frances Thomas,16,Male,01/07/2005,,2730,378,Full-time,Other Qualifications,1,4,Occasional,Rare,Not withdrawn
Miss Ashley Rivera,16,Male,07/11/2005,,1100,378,Full-time,Apprenticeships,5,3,Frequent,Frequent,Not withdrawn
Alyssa Bishop,16,Female,31/07/2005,,3824,376,Full-time,Apprenticeships,3,4,Frequent,Frequent,Not withdrawn
Jeffrey Santos,17,Female,07/08/2005,,1783,376,Full-time,Apprenticeships,1,3,Frequent,Rare,Not withdrawn
Michael Turner,17,Female,12/10/2005,,3664,375,Full-time,Apprenticeships,1,3,Frequent,Frequent,Not withdrawn
Gary Maddox,17,Female,05/02/2007,,2433,374,Full-time,BTECs,1,4,Frequent,Frequent,Not withdrawn
Timothy Gregory,16,Male,10/01/2006,,1275,373,Full-time,GCSEs,2,3,Frequent,Frequent,Not withdrawn
Michael Williams,16,Male,11/11/2005,,2201,372,Full-time,Apprenticeships,5,5,Frequent,Frequent,Not withdrawn
Sherry Hart,17,Female,13/12/2006,,3231,372,Full-time,BTECs,3,5,Occasional,Occasional,Not withdrawn
Joshua Ingram,16,Female,22/06/2006,,4271,372,Full-time,BTECs,2,5,Frequent,Frequent,Not withdrawn
Kaitlyn Young,17,Female,05/02/2007,,4393,371,Full-time,Other Qualifications,1,4,Occasional,Occasional,Not withdrawn
Wayne Higgins,16,Male,23/02/2006,,1840,371,Full-time,GCSEs,3,3,Frequent,Frequent,Not withdrawn
Kelly Guzman,16,Male,15/01/2006,,1345,370,Full-time,Other Qualifications,5,5,Frequent,Occasional,Not withdrawn
Raymond Mitchell,17,Male,07/11/2006,,3165,370,Full-time,Apprenticeships,0,4,Frequent,Rare,Not withdrawn
Angelica Smith,16,Female,19/10/2006,,2057,369,Full-time,BTECs,5,4,Frequent,Rare,Not withdrawn
Albert Green,17,Female,14/09/2005,,2270,369,Full-time,BTECs,5,3,Frequent,Rare,Not withdrawn
Neil Taylor,16,Male,11/03/2006,,4455,369,Full-time,Apprenticeships,5,4,Frequent,Rare,Not withdrawn
Joseph Knox,16,Female,17/04/2006,,4583,368,Full-time,Apprenticeships,0,5,Occasional,Frequent,Not withdrawn
Megan Pennington,17,Male,28/06/2006,,4110,368,Full-time,BTECs,3,5,Occasional,Frequent,Not withdrawn
Melissa Powers DDS,16,Male,25/04/2005,,3226,367,Full-time,GCSEs,5,3,Frequent,Rare,Not withdrawn
Glenda Carter,17,Female,26/12/2005,,3158,365,Full-time,Apprenticeships,2,3,Frequent,Occasional,Not withdrawn
Joseph Morales,16,Male,22/01/2007,,3405,364,Full-time,GCSEs,0,4,Frequent,Frequent,Not withdrawn
Joy Williams,16,Male,09/04/2006,,4182,363,Full-time,Apprenticeships,4,4,Frequent,Rare,Not withdrawn
Steven Gardner,17,Male,30/01/2007,,1961,363,Full-time,BTECs,3,3,Frequent,Frequent,Not withdrawn
Samantha Dougherty,16,Female,15/06/2006,,1866,363,Full-time,GCSEs,0,4,Rare,Frequent,Not withdrawn
Lisa Ferguson,16,Female,25/07/2005,,4739,362,Full-time,Other Qualifications,0,3,Frequent,Frequent,Not withdrawn
Felicia Lopez DDS,16,Female,13/05/2006,,4805,361,Full-time,GCSEs,5,3,Frequent,Frequent,Not withdrawn
Joseph Wood,16,Female,12/01/2006,,4342,360,Full-time,BTECs,2,5,Frequent,Frequent,Not withdrawn
Justin Oneill,17,Female,22/08/2006,,1547,360,Full-time,Other Qualifications,1,5,Frequent,Occasional,Not withdrawn
Anna Carrillo,16,Male,31/10/2006,,3977,359,Full-time,Apprenticeships,5,3,Frequent,Frequent,Not withdrawn
Gregory Williams Jr.,16,Male,07/02/2006,,2763,358,Full-time,BTECs,5,5,Frequent,Frequent,Not withdrawn
Dylan Mccall,16,Female,15/04/2006,,3949,358,Full-time,GCSEs,2,5,Occasional,Occasional,Not withdrawn
Sean Phillips,17,Male,20/12/2005,,1714,357,Full-time,BTECs,3,4,Occasional,Frequent,Not withdrawn
Nicole Henson,17,Male,18/12/2005,,4425,356,Full-time,Other Qualifications,0,4,Frequent,Rare,Not withdrawn
Shannon Mathis,17,Male,17/11/2005,,4861,356,Full-time,Apprenticeships,4,4,Frequent,Occasional,Not withdrawn
Rachel Mullins,16,Male,09/03/2007,,2464,355,Full-time,Apprenticeships,1,5,Frequent,Occasional,Not withdrawn
Anna Ross,16,Female,30/03/2006,,4400,354,Full-time,BTECs,2,4,Frequent,Occasional,Not withdrawn
Bonnie West,17,Female,14/03/2006,,4472,354,Full-time,Apprenticeships,1,3,Occasional,Occasional,Not withdrawn
Samuel Chapman,17,Male,23/12/2005,,3582,353,Full-time,A-Levels,2,4,Frequent,Frequent,Not withdrawn
Nancy Gomez,16,Male,11/02/2007,,2796,352,Full-time,Other Qualifications,0,3,Frequent,Frequent,Not withdrawn
John Choi,17,Male,04/11/2006,,1169,351,Full-time,BTECs,0,3,Frequent,Frequent,Not withdrawn
Sandy Martin,16,Female,17/07/2005,,3388,351,Full-time,BTECs,3,4,Frequent,Frequent,Not withdrawn
Gary Williams,16,Male,02/05/2005,,2905,350,Full-time,Apprenticeships,5,4,Frequent,Rare,Not withdrawn
Erica Lane,16,Male,24/04/2005,,1127,349,Full-time,BTECs,5,5,Frequent,Occasional,Not withdrawn
Stuart Mccullough,17,Female,25/12/2005,,1602,348,Full-time,A-Levels,1,3,Frequent,Frequent,Not withdrawn
Cynthia Jackson,17,Male,07/07/2006,,3350,347,Full-time,A-Levels,3,5,Occasional,Occasional,Not withdrawn
Mrs. Natalie Weber,17,Male,21/08/2006,,3903,347,Full-time,Other Qualifications,5,4,Frequent,Occasional,Not withdrawn
Karen Campbell,17,Male,10/05/2006,,4353,347,Full-time,Other Qualifications,5,5,Frequent,Rare,Not withdrawn
Anthony Brooks DDS,16,Male,11/08/2005,,1574,346,Full-time,Apprenticeships,0,3,Frequent,Frequent,Not withdrawn
Jennifer Ryan,17,Female,11/07/2006,,1204,345,Full-time,Apprenticeships,3,5,Frequent,Frequent,Not withdrawn
Julie Lopez,16,Female,17/09/2005,,2724,343,Full-time,BTECs,2,5,Frequent,Rare,Not withdrawn
David Jackson,17,Female,17/05/2006,,4338,343,Full-time,Apprenticeships,5,5,Occasional,Occasional,Not withdrawn
Ricky Oliver,17,Female,27/05/2006,,4325,343,Full-time,Other Qualifications,0,4,Frequent,Frequent,Not withdrawn
Patricia Noble,17,Female,12/12/2005,,3082,342,Full-time,A-Levels,3,5,Frequent,Rare,Not withdrawn
Wendy Johnson,16,Female,30/04/2005,,2852,341,Full-time,Apprenticeships,4,4,Frequent,Frequent,Not withdrawn
Aaron Kirby,17,Male,05/01/2006,,1103,340,Full-time,Apprenticeships,3,3,Frequent,Occasional,Not withdrawn
Paula Simon,16,Male,22/07/2005,,4006,339,Full-time,BTECs,2,5,Frequent,Rare,Not withdrawn
Bobby Ayala,17,Female,09/01/2007,,2028,338,Full-time,BTECs,0,3,Frequent,Occasional,Not withdrawn
Lee Collier,16,Male,27/02/2006,,3995,337,Full-time,BTECs,1,4,Frequent,Rare,Not withdrawn
Debra Lewis,17,Female,06/06/2006,,1460,337,Full-time,Other Qualifications,1,4,Occasional,Rare,Not withdrawn
Katrina Mckay,17,Female,08/07/2006,,3869,336,Full-time,Other Qualifications,2,5,Frequent,Occasional,Not withdrawn
Anne Anderson,17,Female,04/07/2005,,4842,336,Full-time,Apprenticeships,3,3,Occasional,Occasional,Not withdrawn
Michael White,16,Female,15/02/2006,,4467,336,Full-time,Other Qualifications,1,4,Frequent,Frequent,Not withdrawn
Kelly Jones,17,Female,29/03/2006,,4768,336,Full-time,Apprenticeships,4,5,Frequent,Frequent,Not withdrawn
Holly Morales,16,Male,21/10/2005,,2697,335,Full-time,BTECs,0,3,Occasional,Occasional,Not withdrawn
Stephen Randall,16,Female,14/12/2005,,3330,334,Full-time,BTECs,0,3,Occasional,Rare,Not withdrawn
Diane Rodriguez,17,Male,25/09/2006,,1458,334,Full-time,Apprenticeships,2,3,Frequent,Rare,Not withdrawn
Aaron Bean,17,Male,06/01/2006,,3560,334,Full-time,Apprenticeships,3,4,Frequent,Frequent,Not withdrawn
Leslie Ortega,16,Female,19/04/2006,,1948,334,Full-time,BTECs,4,5,Frequent,Rare,Not withdrawn
Stephanie Castro DVM,16,Male,22/02/2006,,4453,332,Full-time,Apprenticeships,2,3,Frequent,Rare,Not withdrawn
Rebecca Gomez,16,Female,26/07/2006,,1795,331,Full-time,GCSEs,1,5,Frequent,Frequent,Not withdrawn
Betty Moreno,16,Male,17/09/2005,,4104,330,Full-time,BTECs,1,5,Frequent,Frequent,Not withdrawn
Dylan Booth,17,Female,08/08/2006,,2232,328,Full-time,A-Levels,1,4,Frequent,Frequent,Not withdrawn
Carla Vega,16,Female,05/11/2006,,2187,328,Full-time,GCSEs,5,5,Frequent,Occasional,Not withdrawn
Joshua Mendoza,16,Male,23/12/2005,,3942,327,Full-time,Other Qualifications,0,3,Frequent,Occasional,Not withdrawn
Jennifer Tucker,16,Female,08/12/2005,,1049,326,Full-time,GCSEs,2,4,Rare,Rare,Not withdrawn
Wanda Coleman,16,Male,25/02/2006,,3880,325,Full-time,BTECs,3,5,Frequent,Rare,Not withdrawn
Deanna Parker,17,Male,13/12/2005,,3784,321,Full-time,BTECs,1,3,Frequent,Rare,Not withdrawn
Jordan Watson,17,Male,15/12/2006,,3421,319,Full-time,A-Levels,5,5,Frequent,Frequent,Not withdrawn
Sheila Doyle,17,Male,03/07/2005,,2083,319,Full-time,Other Qualifications,3,4,Frequent,Frequent,Not withdrawn
Alec Lowery,16,Male,13/05/2006,,1013,317,Full-time,BTECs,4,5,Frequent,Occasional,Not withdrawn
Stacy Smith,17,Female,24/09/2006,,4653,315,Full-time,Apprenticeships,0,5,Frequent,Occasional,Not withdrawn
Deborah Day,16,Female,02/08/2006,,2562,315,Full-time,GCSEs,1,4,Rare,Frequent,Not withdrawn
Jessica Reyes,17,Male,17/07/2006,,4049,315,Full-time,A-Levels,5,3,Frequent,Occasional,Not withdrawn
Joshua Cole,16,Female,12/11/2005,,1560,314,Full-time,GCSEs,2,3,Frequent,Occasional,Not withdrawn
Nicole Jackson,16,Female,21/02/2007,,1055,313,Full-time,BTECs,1,3,Frequent,Rare,Not withdrawn
Robert Scott,17,Female,17/10/2006,,1817,313,Full-time,BTECs,1,4,Occasional,Occasional,Not withdrawn
Regina Thomas,17,Female,23/12/2006,,1768,313,Full-time,Other Qualifications,4,5,Frequent,Frequent,Not withdrawn
Travis Acosta,16,Female,16/06/2006,,4667,312,Full-time,GCSEs,1,3,Frequent,Occasional,Not withdrawn
Trevor Colon,17,Female,12/12/2006,,2240,312,Full-time,Other Qualifications,2,3,Frequent,Rare,Not withdrawn
Kevin Valdez,16,Female,14/08/2005,,4620,312,Full-time,GCSEs,3,4,Frequent,Occasional,Not withdrawn
Ernest Martinez,16,Male,27/07/2006,,2853,310,Full-time,GCSEs,0,4,Frequent,Frequent,Not withdrawn
Jonathan Flynn,16,Male,23/08/2006,,1203,310,Full-time,Apprenticeships,5,3,Frequent,Rare,Not withdrawn
Robert Simmons,17,Female,14/06/2006,,1225,310,Full-time,A-Levels,4,5,Frequent,Rare,Not withdrawn
Jimmy Garcia,16,Female,20/03/2007,,4005,309,Full-time,GCSEs,1,5,Frequent,Frequent,Not withdrawn
Miss Lauren Leonard,17,Female,02/09/2005,,4900,308,Full-time,BTECs,4,3,Frequent,Frequent,Not withdrawn
Jacqueline Wiggins,17,Female,12/04/2006,,4857,307,Full-time,Apprenticeships,1,3,Frequent,Frequent,Not withdrawn
Joseph Clark,17,Male,15/11/2005,,1862,306,Full-time,Apprenticeships,3,5,Frequent,Rare,Not withdrawn
Melissa Phillips,16,Female,05/05/2006,,3873,306,Full-time,Apprenticeships,4,4,Frequent,Frequent,Not withdrawn
Brian Franco,17,Male,26/11/2005,,3708,306,Full-time,BTECs,0,3,Frequent,Frequent,Not withdrawn
Mary Stevens,17,Female,28/03/2007,,3840,305,Full-time,Apprenticeships,5,4,Frequent,Occasional,Not withdrawn
Jerry Richardson,16,Female,26/04/2005,,4349,304,Full-time,GCSEs,0,5,Frequent,Occasional,Not withdrawn
John Peterson,16,Male,16/02/2006,,4749,304,Full-time,Other Qualifications,1,5,Frequent,Frequent,Not withdrawn
Ronald Sexton,16,Male,27/01/2007,,4331,303,Full-time,Apprenticeships,0,5,Frequent,Frequent,Not withdrawn
Megan Hart,16,Female,18/07/2006,,1787,301,Full-time,Other Qualifications,4,5,Frequent,Frequent,Not withdrawn
Jonathan Ford,17,Female,12/02/2006,,1875,301,Full-time,A-Levels,0,3,Frequent,Frequent,Not withdrawn
Robert Powell,16,Male,01/07/2006,,3433,298,Full-time,Other Qualifications,4,5,Frequent,Frequent,Not withdrawn
Virginia Lee,17,Male,21/03/2006,,3419,297,Full-time,Apprenticeships,1,4,Frequent,Rare,Not withdrawn
James Dickson,17,Male,15/04/2006,,3303,297,Full-time,Apprenticeships,1,3,Frequent,Frequent,Not withdrawn
Mackenzie Pierce,17,Female,07/08/2005,,1360,297,Full-time,BTECs,2,3,Frequent,Frequent,Not withdrawn
Valerie Coleman,16,Female,14/02/2006,,2054,297,Full-time,Apprenticeships,2,3,Rare,Rare,Not withdrawn
Teresa Russell,17,Male,28/06/2006,,1958,295,Full-time,Apprenticeships,1,5,Rare,Rare,Not withdrawn
Megan Robinson,17,Female,27/03/2006,,4629,295,Full-time,A-Levels,2,5,Frequent,Frequent,Not withdrawn
Dawn Benton,17,Male,22/08/2005,,1624,295,Full-time,A-Levels,3,5,Frequent,Rare,Not withdrawn
Sarah Harris,16,Male,03/10/2006,,4088,294,Full-time,GCSEs,0,3,Frequent,Occasional,Not withdrawn
Steve Day,17,Male,13/09/2005,,2545,294,Full-time,Other Qualifications,0,5,Frequent,Frequent,Not withdrawn
David Hill,16,Female,30/05/2005,,2505,294,Full-time,GCSEs,0,3,Frequent,Occasional,Not withdrawn
John Barnett,16,Male,21/03/2006,,3661,293,Full-time,Apprenticeships,3,3,Occasional,Rare,Not withdrawn
Angela Harris,16,Female,16/02/2006,,2258,293,Full-time,GCSEs,2,3,Frequent,Occasional,Not withdrawn
Jacob Crawford,17,Male,28/12/2005,,4503,292,Full-time,Apprenticeships,1,5,Frequent,Frequent,Not withdrawn
Daniel Pearson,17,Female,10/06/2005,,4726,291,Full-time,Other Qualifications,4,4,Frequent,Frequent,Not withdrawn
David Bishop,16,Female,09/07/2006,,1370,291,Full-time,BTECs,4,4,Frequent,Occasional,Not withdrawn
Lawrence Reed,16,Female,10/12/2006,,1899,290,Full-time,GCSEs,0,4,Frequent,Occasional,Not withdrawn
Christopher Dudley,17,Male,29/06/2006,,2361,290,Full-time,Other Qualifications,1,4,Frequent,Occasional,Not withdrawn
Patrick Summers,17,Female,31/05/2006,,3302,288,Full-time,BTECs,5,5,Frequent,Occasional,Not withdrawn
Sabrina Golden,17,Female,14/02/2006,,1304,287,Full-time,A-Levels,4,5,Frequent,Occasional,Not withdrawn
Mark Williams,17,Female,27/05/2006,,1100,287,Full-time,BTECs,5,4,Occasional,Occasional,Not withdrawn
Carol Dillon,17,Male,17/09/2005,,2102,286,Full-time,Apprenticeships,2,3,Occasional,Rare,Not withdrawn
Steven Mason,16,Female,07/03/2006,,4653,286,Full-time,BTECs,5,3,Frequent,Frequent,Not withdrawn
Kathleen Weiss,17,Male,02/11/2006,,4991,285,Full-time,A-Levels,0,4,Occasional,Frequent,Not withdrawn
David Moran,17,Male,31/08/2006,,2378,284,Full-time,BTECs,2,5,Rare,Frequent,Not withdrawn
Joshua Shepard,16,Female,07/04/2007,,3862,283,Full-time,Apprenticeships,3,4,Frequent,Frequent,Not withdrawn
Scott Cook,16,Male,10/02/2007,,4122,282,Full-time,BTECs,1,5,Frequent,Frequent,Not withdrawn
Joshua Johnson,16,Male,17/03/2006,,1697,281,Full-time,Apprenticeships,1,3,Frequent,Frequent,Not withdrawn
Carol Martinez,16,Male,08/01/2007,,2964,280,Full-time,BTECs,5,4,Frequent,Rare,Not withdrawn
Suzanne Porter,16,Female,26/12/2006,,3331,278,Full-time,Other Qualifications,1,5,Frequent,Rare,Not withdrawn
Andrew Mills,17,Female,11/08/2005,,4481,273,Full-time,A-Levels,4,3,Rare,Frequent,Not withdrawn
Paula Simmons,16,Male,30/10/2005,,4556,271,Full-time,BTECs,2,3,Frequent,Frequent,Not withdrawn
Erica Novak,17,Male,12/09/2005,,1385,270,Full-time,BTECs,1,3,Frequent,Rare,Not withdrawn
Maxwell Palmer,17,Male,07/11/2005,,3783,270,Full-time,A-Levels,0,5,Frequent,Occasional,Not withdrawn
Sarah Price,17,Female,18/04/2005,,3715,270,Full-time,Apprenticeships,1,4,Frequent,Occasional,Not withdrawn
Angela Smith,17,Female,09/04/2006,,3009,269,Full-time,Apprenticeships,1,5,Frequent,Frequent,Not withdrawn
Ms. Jody Vazquez,17,Female,13/11/2005,,3333,269,Full-time,Apprenticeships,1,5,Frequent,Occasional,Not withdrawn
Elaine Murray,16,Male,24/02/2007,,4588,269,Full-time,Apprenticeships,2,5,Occasional,Frequent,Not withdrawn
Robert Johnson,17,Female,08/10/2005,,3216,265,Full-time,A-Levels,4,5,Occasional,Occasional,Not withdrawn
Mia Miller,16,Male,27/04/2006,,1435,264,Full-time,Apprenticeships,4,5,Occasional,Frequent,Not withdrawn
Lawrence Banks,17,Male,09/11/2005,,1953,263,Full-time,BTECs,0,3,Frequent,Rare,Not withdrawn
Jennifer Barker,17,Male,13/10/2005,,3078,263,Full-time,A-Levels,3,3,Frequent,Frequent,Not withdrawn
Alejandro Patel,16,Male,22/03/2007,,4637,262,Full-time,GCSEs,0,5,Frequent,Frequent,Not withdrawn
Linda Hughes,16,Male,28/06/2006,,3740,262,Full-time,GCSEs,5,4,Frequent,Occasional,Not withdrawn
Laura Smith,16,Male,06/10/2006,,1134,261,Full-time,GCSEs,4,5,Occasional,Frequent,Not withdrawn
Michael Finley,16,Male,06/02/2006,,3797,260,Full-time,Other Qualifications,5,4,Frequent,Rare,Not withdrawn
Chelsea Rodriguez,16,Female,05/01/2006,,4098,260,Full-time,Other Qualifications,1,3,Frequent,Frequent,Not withdrawn
Gina Juarez,17,Female,23/02/2006,,2704,257,Full-time,Apprenticeships,4,4,Frequent,Frequent,Not withdrawn
Valerie Bennett,16,Male,26/11/2006,,3403,256,Full-time,BTECs,3,4,Frequent,Frequent,Not withdrawn
Deborah Lane,17,Female,25/01/2006,,2853,256,Full-time,BTECs,2,4,Frequent,Frequent,Not withdrawn
Robert Martinez,17,Female,30/09/2006,,3940,254,Full-time,BTECs,1,3,Occasional,Frequent,Not withdrawn
Kelly Cochran,17,Male,02/07/2006,,4645,253,Full-time,Other Qualifications,4,5,Frequent,Frequent,Not withdrawn
Valerie Martinez,17,Male,12/06/2005,,2414,253,Full-time,A-Levels,2,4,Rare,Rare,Not withdrawn
Tamara Lutz,17,Male,25/04/2006,,4100,253,Full-time,BTECs,5,5,Frequent,Frequent,Not withdrawn
